idx,task_id,0_count,1_count,2_count,3_count,total_count,0_share,1_share,2_share,3_share,agreement,quadkey,Unnamed: 0,geom,taskX,taskY,url,urlB
1024,20-309476-470382,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213302320,960,"MULTIPOLYGON(((-73.7498474121094 18.1934775174053,-73.7495040893555 18.1934775174053,-73.7495040893555 18.1931513578744,-73.7498474121094 18.1931513578744,-73.7498474121094 18.1934775174053)))",309476,470382,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309476&y=470382&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309476/470382
1025,20-309476-470383,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213302322,959,"MULTIPOLYGON(((-73.7498474121094 18.1931513578744,-73.7495040893555 18.1931513578744,-73.7495040893555 18.1928251977332,-73.7498474121094 18.1928251977332,-73.7498474121094 18.1931513578744)))",309476,470383,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309476&y=470383&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309476/470383
1026,20-309477-470381,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213302303,958,"MULTIPOLYGON(((-73.7495040893555 18.1938036763261,-73.7491607666016 18.1938036763261,-73.7491607666016 18.1934775174053,-73.7495040893555 18.1934775174053,-73.7495040893555 18.1938036763261)))",309477,470381,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309477&y=470381&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309477/470381
1027,20-309477-470382,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213302321,957,"MULTIPOLYGON(((-73.7495040893555 18.1934775174053,-73.7491607666016 18.1934775174053,-73.7491607666016 18.1931513578744,-73.7495040893555 18.1931513578744,-73.7495040893555 18.1934775174053)))",309477,470382,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309477&y=470382&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309477/470382
1028,20-309477-470383,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213302323,956,"MULTIPOLYGON(((-73.7495040893555 18.1931513578744,-73.7491607666016 18.1931513578744,-73.7491607666016 18.1928251977332,-73.7495040893555 18.1928251977332,-73.7495040893555 18.1931513578744)))",309477,470383,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309477&y=470383&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309477/470383
1029,20-309478-470381,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213302312,955,"MULTIPOLYGON(((-73.7491607666016 18.1938036763261,-73.7488174438477 18.1938036763261,-73.7488174438477 18.1934775174053,-73.7491607666016 18.1934775174053,-73.7491607666016 18.1938036763261)))",309478,470381,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309478&y=470381&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309478/470381
1030,20-309478-470382,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213302330,954,"MULTIPOLYGON(((-73.7491607666016 18.1934775174053,-73.7488174438477 18.1934775174053,-73.7488174438477 18.1931513578744,-73.7491607666016 18.1931513578744,-73.7491607666016 18.1934775174053)))",309478,470382,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309478&y=470382&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309478/470382
1031,20-309478-470383,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213302332,953,"MULTIPOLYGON(((-73.7491607666016 18.1931513578744,-73.7488174438477 18.1931513578744,-73.7488174438477 18.1928251977332,-73.7491607666016 18.1928251977332,-73.7491607666016 18.1931513578744)))",309478,470383,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309478&y=470383&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309478/470383
1032,20-309479-470381,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213302313,952,"MULTIPOLYGON(((-73.7488174438477 18.1938036763261,-73.7484741210938 18.1938036763261,-73.7484741210938 18.1934775174053,-73.7488174438477 18.1934775174053,-73.7488174438477 18.1938036763261)))",309479,470381,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309479&y=470381&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309479/470381
1033,20-309479-470382,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213302331,951,"MULTIPOLYGON(((-73.7488174438477 18.1934775174053,-73.7484741210938 18.1934775174053,-73.7484741210938 18.1931513578744,-73.7488174438477 18.1931513578744,-73.7488174438477 18.1934775174053)))",309479,470382,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309479&y=470382&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309479/470382
1034,20-309479-470383,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213302333,950,"MULTIPOLYGON(((-73.7488174438477 18.1931513578744,-73.7484741210938 18.1931513578744,-73.7484741210938 18.1928251977332,-73.7488174438477 18.1928251977332,-73.7488174438477 18.1931513578744)))",309479,470383,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309479&y=470383&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309479/470383
1035,20-309480-470381,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213303202,949,"MULTIPOLYGON(((-73.7484741210938 18.1938036763261,-73.7481307983398 18.1938036763261,-73.7481307983398 18.1934775174053,-73.7484741210938 18.1934775174053,-73.7484741210938 18.1938036763261)))",309480,470381,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309480&y=470381&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309480/470381
1036,20-309480-470382,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213303220,948,"MULTIPOLYGON(((-73.7484741210938 18.1934775174053,-73.7481307983398 18.1934775174053,-73.7481307983398 18.1931513578744,-73.7484741210938 18.1931513578744,-73.7484741210938 18.1934775174053)))",309480,470382,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309480&y=470382&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309480/470382
1037,20-309480-470383,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213303222,947,"MULTIPOLYGON(((-73.7484741210938 18.1931513578744,-73.7481307983398 18.1931513578744,-73.7481307983398 18.1928251977332,-73.7484741210938 18.1928251977332,-73.7484741210938 18.1931513578744)))",309480,470383,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309480&y=470383&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309480/470383
1038,20-309481-470381,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213303203,946,"MULTIPOLYGON(((-73.7481307983398 18.1938036763261,-73.7477874755859 18.1938036763261,-73.7477874755859 18.1934775174053,-73.7481307983398 18.1934775174053,-73.7481307983398 18.1938036763261)))",309481,470381,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309481&y=470381&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309481/470381
1039,20-309481-470382,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213303221,945,"MULTIPOLYGON(((-73.7481307983398 18.1934775174053,-73.7477874755859 18.1934775174053,-73.7477874755859 18.1931513578744,-73.7481307983398 18.1931513578744,-73.7481307983398 18.1934775174053)))",309481,470382,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309481&y=470382&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309481/470382
1040,20-309481-470383,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213303223,944,"MULTIPOLYGON(((-73.7481307983398 18.1931513578744,-73.7477874755859 18.1931513578744,-73.7477874755859 18.1928251977332,-73.7481307983398 18.1928251977332,-73.7481307983398 18.1931513578744)))",309481,470383,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309481&y=470383&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309481/470383
1041,20-309482-470381,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213303212,943,"MULTIPOLYGON(((-73.7477874755859 18.1938036763261,-73.747444152832 18.1938036763261,-73.747444152832 18.1934775174053,-73.7477874755859 18.1934775174053,-73.7477874755859 18.1938036763261)))",309482,470381,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309482&y=470381&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309482/470381
1042,20-309482-470382,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213303230,942,"MULTIPOLYGON(((-73.7477874755859 18.1934775174053,-73.747444152832 18.1934775174053,-73.747444152832 18.1931513578744,-73.7477874755859 18.1931513578744,-73.7477874755859 18.1934775174053)))",309482,470382,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309482&y=470382&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309482/470382
1043,20-309482-470383,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213303232,941,"MULTIPOLYGON(((-73.7477874755859 18.1931513578744,-73.747444152832 18.1931513578744,-73.747444152832 18.1928251977332,-73.7477874755859 18.1928251977332,-73.7477874755859 18.1931513578744)))",309482,470383,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309482&y=470383&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309482/470383
1044,20-309483-470381,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213303213,940,"MULTIPOLYGON(((-73.747444152832 18.1938036763261,-73.7471008300781 18.1938036763261,-73.7471008300781 18.1934775174053,-73.747444152832 18.1934775174053,-73.747444152832 18.1938036763261)))",309483,470381,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309483&y=470381&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309483/470381
1045,20-309483-470382,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213303231,939,"MULTIPOLYGON(((-73.747444152832 18.1934775174053,-73.7471008300781 18.1934775174053,-73.7471008300781 18.1931513578744,-73.747444152832 18.1931513578744,-73.747444152832 18.1934775174053)))",309483,470382,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309483&y=470382&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309483/470382
1046,20-309483-470383,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213303233,938,"MULTIPOLYGON(((-73.747444152832 18.1931513578744,-73.7471008300781 18.1931513578744,-73.7471008300781 18.1928251977332,-73.747444152832 18.1928251977332,-73.747444152832 18.1931513578744)))",309483,470383,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309483&y=470383&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309483/470383
1047,20-309484-470381,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213303302,937,"MULTIPOLYGON(((-73.7471008300781 18.1938036763261,-73.7467575073242 18.1938036763261,-73.7467575073242 18.1934775174053,-73.7471008300781 18.1934775174053,-73.7471008300781 18.1938036763261)))",309484,470381,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309484&y=470381&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309484/470381
1048,20-309484-470382,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213303320,936,"MULTIPOLYGON(((-73.7471008300781 18.1934775174053,-73.7467575073242 18.1934775174053,-73.7467575073242 18.1931513578744,-73.7471008300781 18.1931513578744,-73.7471008300781 18.1934775174053)))",309484,470382,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309484&y=470382&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309484/470382
1049,20-309484-470383,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213303322,935,"MULTIPOLYGON(((-73.7471008300781 18.1931513578744,-73.7467575073242 18.1931513578744,-73.7467575073242 18.1928251977332,-73.7471008300781 18.1928251977332,-73.7471008300781 18.1931513578744)))",309484,470383,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309484&y=470383&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309484/470383
1050,20-309485-470381,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213303303,934,"MULTIPOLYGON(((-73.7467575073242 18.1938036763261,-73.7464141845703 18.1938036763261,-73.7464141845703 18.1934775174053,-73.7467575073242 18.1934775174053,-73.7467575073242 18.1938036763261)))",309485,470381,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309485&y=470381&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309485/470381
1051,20-309485-470382,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213303321,933,"MULTIPOLYGON(((-73.7467575073242 18.1934775174053,-73.7464141845703 18.1934775174053,-73.7464141845703 18.1931513578744,-73.7467575073242 18.1931513578744,-73.7467575073242 18.1934775174053)))",309485,470382,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309485&y=470382&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309485/470382
1052,20-309485-470383,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213303323,932,"MULTIPOLYGON(((-73.7467575073242 18.1931513578744,-73.7464141845703 18.1931513578744,-73.7464141845703 18.1928251977332,-73.7467575073242 18.1928251977332,-73.7467575073242 18.1931513578744)))",309485,470383,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309485&y=470383&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309485/470383
1053,20-309486-470381,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213303312,931,"MULTIPOLYGON(((-73.7464141845703 18.1938036763261,-73.7460708618164 18.1938036763261,-73.7460708618164 18.1934775174053,-73.7464141845703 18.1934775174053,-73.7464141845703 18.1938036763261)))",309486,470381,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309486&y=470381&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309486/470381
1054,20-309486-470382,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213303330,930,"MULTIPOLYGON(((-73.7464141845703 18.1934775174053,-73.7460708618164 18.1934775174053,-73.7460708618164 18.1931513578744,-73.7464141845703 18.1931513578744,-73.7464141845703 18.1934775174053)))",309486,470382,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309486&y=470382&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309486/470382
1055,20-309486-470383,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213303332,929,"MULTIPOLYGON(((-73.7464141845703 18.1931513578744,-73.7460708618164 18.1931513578744,-73.7460708618164 18.1928251977332,-73.7464141845703 18.1928251977332,-73.7464141845703 18.1931513578744)))",309486,470383,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309486&y=470383&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309486/470383
1056,20-309487-470381,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213303313,928,"MULTIPOLYGON(((-73.7460708618164 18.1938036763261,-73.7457275390625 18.1938036763261,-73.7457275390625 18.1934775174053,-73.7460708618164 18.1934775174053,-73.7460708618164 18.1938036763261)))",309487,470381,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309487&y=470381&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309487/470381
1057,20-309487-470382,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213303331,927,"MULTIPOLYGON(((-73.7460708618164 18.1934775174053,-73.7457275390625 18.1934775174053,-73.7457275390625 18.1931513578744,-73.7460708618164 18.1931513578744,-73.7460708618164 18.1934775174053)))",309487,470382,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309487&y=470382&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309487/470382
1058,20-309487-470383,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213303333,926,"MULTIPOLYGON(((-73.7460708618164 18.1931513578744,-73.7457275390625 18.1931513578744,-73.7457275390625 18.1928251977332,-73.7460708618164 18.1928251977332,-73.7460708618164 18.1931513578744)))",309487,470383,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309487&y=470383&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309487/470383
1059,20-309488-470381,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213312202,925,"MULTIPOLYGON(((-73.7457275390625 18.1938036763261,-73.7453842163086 18.1938036763261,-73.7453842163086 18.1934775174053,-73.7457275390625 18.1934775174053,-73.7457275390625 18.1938036763261)))",309488,470381,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309488&y=470381&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309488/470381
1060,20-309488-470382,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213312220,924,"MULTIPOLYGON(((-73.7457275390625 18.1934775174053,-73.7453842163086 18.1934775174053,-73.7453842163086 18.1931513578744,-73.7457275390625 18.1931513578744,-73.7457275390625 18.1934775174053)))",309488,470382,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309488&y=470382&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309488/470382
1061,20-309488-470383,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213312222,923,"MULTIPOLYGON(((-73.7457275390625 18.1931513578744,-73.7453842163086 18.1931513578744,-73.7453842163086 18.1928251977332,-73.7457275390625 18.1928251977332,-73.7457275390625 18.1931513578744)))",309488,470383,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309488&y=470383&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309488/470383
1062,20-309489-470381,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213312203,922,"MULTIPOLYGON(((-73.7453842163086 18.1938036763261,-73.7450408935547 18.1938036763261,-73.7450408935547 18.1934775174053,-73.7453842163086 18.1934775174053,-73.7453842163086 18.1938036763261)))",309489,470381,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309489&y=470381&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309489/470381
1063,20-309489-470382,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213312221,921,"MULTIPOLYGON(((-73.7453842163086 18.1934775174053,-73.7450408935547 18.1934775174053,-73.7450408935547 18.1931513578744,-73.7453842163086 18.1931513578744,-73.7453842163086 18.1934775174053)))",309489,470382,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309489&y=470382&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309489/470382
1064,20-309489-470383,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213312223,920,"MULTIPOLYGON(((-73.7453842163086 18.1931513578744,-73.7450408935547 18.1931513578744,-73.7450408935547 18.1928251977332,-73.7453842163086 18.1928251977332,-73.7453842163086 18.1931513578744)))",309489,470383,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309489&y=470383&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309489/470383
1065,20-309490-470381,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213312212,919,"MULTIPOLYGON(((-73.7450408935547 18.1938036763261,-73.7446975708008 18.1938036763261,-73.7446975708008 18.1934775174053,-73.7450408935547 18.1934775174053,-73.7450408935547 18.1938036763261)))",309490,470381,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309490&y=470381&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309490/470381
1066,20-309490-470382,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213312230,918,"MULTIPOLYGON(((-73.7450408935547 18.1934775174053,-73.7446975708008 18.1934775174053,-73.7446975708008 18.1931513578744,-73.7450408935547 18.1931513578744,-73.7450408935547 18.1934775174053)))",309490,470382,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309490&y=470382&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309490/470382
1067,20-309490-470383,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213312232,917,"MULTIPOLYGON(((-73.7450408935547 18.1931513578744,-73.7446975708008 18.1931513578744,-73.7446975708008 18.1928251977332,-73.7450408935547 18.1928251977332,-73.7450408935547 18.1931513578744)))",309490,470383,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309490&y=470383&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309490/470383
1068,20-309491-470381,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213312213,916,"MULTIPOLYGON(((-73.7446975708008 18.1938036763261,-73.7443542480469 18.1938036763261,-73.7443542480469 18.1934775174053,-73.7446975708008 18.1934775174053,-73.7446975708008 18.1938036763261)))",309491,470381,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309491&y=470381&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309491/470381
1069,20-309491-470382,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213312231,915,"MULTIPOLYGON(((-73.7446975708008 18.1934775174053,-73.7443542480469 18.1934775174053,-73.7443542480469 18.1931513578744,-73.7446975708008 18.1931513578744,-73.7446975708008 18.1934775174053)))",309491,470382,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309491&y=470382&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309491/470382
1070,20-309491-470383,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213312233,914,"MULTIPOLYGON(((-73.7446975708008 18.1931513578744,-73.7443542480469 18.1931513578744,-73.7443542480469 18.1928251977332,-73.7446975708008 18.1928251977332,-73.7446975708008 18.1931513578744)))",309491,470383,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309491&y=470383&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309491/470383
1071,20-309492-470381,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213312302,913,"MULTIPOLYGON(((-73.7443542480469 18.1938036763261,-73.744010925293 18.1938036763261,-73.744010925293 18.1934775174053,-73.7443542480469 18.1934775174053,-73.7443542480469 18.1938036763261)))",309492,470381,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309492&y=470381&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309492/470381
1072,20-309492-470382,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213312320,912,"MULTIPOLYGON(((-73.7443542480469 18.1934775174053,-73.744010925293 18.1934775174053,-73.744010925293 18.1931513578744,-73.7443542480469 18.1931513578744,-73.7443542480469 18.1934775174053)))",309492,470382,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309492&y=470382&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309492/470382
1073,20-309492-470383,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213312322,911,"MULTIPOLYGON(((-73.7443542480469 18.1931513578744,-73.744010925293 18.1931513578744,-73.744010925293 18.1928251977332,-73.7443542480469 18.1928251977332,-73.7443542480469 18.1931513578744)))",309492,470383,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309492&y=470383&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309492/470383
1074,20-309493-470381,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213312303,910,"MULTIPOLYGON(((-73.744010925293 18.1938036763261,-73.7436676025391 18.1938036763261,-73.7436676025391 18.1934775174053,-73.744010925293 18.1934775174053,-73.744010925293 18.1938036763261)))",309493,470381,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309493&y=470381&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309493/470381
1075,20-309493-470382,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213312321,909,"MULTIPOLYGON(((-73.744010925293 18.1934775174053,-73.7436676025391 18.1934775174053,-73.7436676025391 18.1931513578744,-73.744010925293 18.1931513578744,-73.744010925293 18.1934775174053)))",309493,470382,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309493&y=470382&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309493/470382
